frequency,raw
6639.818359,92.07
6687.933594,91.509
6736.396973,90.959
6785.211426,90.429
6834.379883,89.927
6883.904785,89.462
6933.788574,89.039
6984.033691,88.667
7034.642578,88.353
7085.618652,88.106
7136.963867,87.937
7188.681152,87.853
7240.773438,87.861
7293.243164,87.96
7346.092773,88.146
7399.325684,88.41
7452.944336,88.739
7506.951172,89.12
7561.350098,89.537
7616.142578,89.975
7671.332031,90.42
7726.921875,90.855
7782.914551,91.269
7839.3125,91.647
7896.119629,91.977
7953.337891,92.247
8010.971191,92.444
8069.021973,92.56
8127.493164,92.584
8186.388672,92.513
8245.710938,92.343
8305.461914,92.077
8365.647461,91.724
8426.267578,91.301
8487.328125,90.834
8548.831055,90.355
8610.779297,89.903
8673.176758,89.512
8736.026367,89.203
8799.331055,88.98
8863.094727,88.827
8927.320312,88.717
8992.010742,88.622
9057.170898,88.521
9122.802734,88.4
9188.910156,88.257
9255.49707,88.096
9322.566406,87.926
9390.121094,87.758
9458.166016,87.606
9526.704102,87.481
9595.738281,87.392
9665.273438,87.341
9735.311523,87.328
9805.857422,87.346
9876.915039,87.387
9948.487305,87.442
10020.57813,87.502
10093.19141,87.561
10166.33106,87.616
10240.0,87.661
10314.20313,87.69
10388.94434,87.695
10464.22656,87.667
10540.05469,87.593
10616.43262,87.461
10693.36328,87.259
10770.85254,86.98
10848.90234,86.619
10927.51758,86.181
11006.70313,85.677
11086.46191,85.124
11166.79883,84.539
11247.71875,83.941
11329.22363,83.341
11411.32031,82.748
11494.01172,82.171
11577.30176,81.625
11661.19531,81.143
11745.69727,80.785
11830.81152,80.635
11916.54297,80.778
12002.89453,81.241
12089.87305,81.972
12177.48047,82.862
12265.72363,83.799
12354.60645,84.701
12444.13281,85.523
12534.30859,86.246
12625.13672,86.867
12716.62402,87.389
12808.77344,87.816
12901.5918,88.15
12995.08203,88.387
13089.25,88.523
13184.09961,88.549
13279.63672,88.461
13375.86719,88.259
13472.79395,87.95
13570.42285,87.546
13668.75977,87.068
13767.80957,86.538
13867.57715,85.979
13968.06738,85.407
14069.28516,84.827
14171.23731,84.235
14273.92773,83.618
14377.36231,82.969
14481.54688,82.293
14586.48633,81.619
14692.18555,80.99
14798.65137,80.466
14905.88867,80.096
15013.90234,79.907
15122.7002,79.887
15232.28516,79.998
15342.66406,80.187
15453.84375,80.409
15565.8291,80.628
15678.625,80.819
15792.23926,80.969
15906.67578,81.074
16021.94238,81.14
16138.04395,81.189
16254.98633,81.252
16372.77734,81.359
16491.42188,81.511
16610.92383,81.679
16731.29492,81.797
16852.53516,81.791
16974.65625,81.595
17097.66211,81.167
17221.55859,80.493
17346.35352,79.588
17472.05273,78.488
17598.66211,77.248
17726.18945,75.943
17854.64063,74.679
17984.02148,73.59
18114.3418,72.824
18245.60547,72.468
18377.82031,72.495
18510.99414,72.771
18645.13281,73.124
18780.24219,73.406
18916.33203,73.51
19053.4082,73.379
19191.47656,73.01
19330.54688,72.457
19470.62305,71.824
19611.71484,71.233
19753.83008,70.782
19896.97461,70.504
